name,play,fans,label,score,times,date,info,imgUrl,longComments,shortComments
碧蓝之海,1.4亿,446.9万追番,102.9万,9.9,128190人评,2018年7月14日开播,"已完结, 全12话",http://i0.hdslb.com/bfs/bangumi/7c9002f893f1a9debde1c38b860d64ef31c20d03.png,199,45198
JOJO的奇妙冒险 星尘远征军,1.5亿,446.1万追番,467.2万,9.8,72838人评,2014年4月4日开播,"已完结, 全24话",http://i0.hdslb.com/bfs/bangumi/image/47c0108259355d6d2c517ed97f6b90fb777f844f.png,85,17552
我们仍未知道那天所看见的花的名字。,5199.7万,432.8万追番,436万,9.6,43285人评,2011年4月14日开播,"已完结, 全11话",http://i0.hdslb.com/bfs/bangumi/image/6c1ca4159442a6de3577bbee5e583be72b00499f.jpg,250,14761
路人女主的养成方法,1.4亿,430.7万追番,310.9万,9.4,32956人评,2015年1月8日开播,"已完结, 全13话",http://i0.hdslb.com/bfs/bangumi/image/20ee5a611f71b848d2136aa93ad8fbf5d1b2b23a.png,191,9565
JOJO的奇妙冒险 星尘远征军 埃及篇,1.4亿,423.5万追番,473.9万,9.9,71021人评,2015年1月9日开播,"已完结, 全24话",http://i0.hdslb.com/bfs/bangumi/image/f6709b76e88f50aa132d1e09e2d8de9663a09b3e.png,109,17076
命运之夜——天之杯II ：迷失之蝶,2339.1万,421.3万追剧,39.2万,9.7,17052人评,2019年7月12日上映,112分钟,http://i0.hdslb.com/bfs/bangumi/4de96771bc75627711470bf0864dda9c3e950bbc.png,63,4094
名侦探柯南,6.2亿,420.4万追番,3.1亿,9.8,86218人评,1996年1月8日开播,连载中,http://i0.hdslb.com/bfs/bangumi/image/38e2a273f528fd01c34f1fc4df0f69c64487efad.png,243,22963
Fate/Apocrypha,1.5亿,419.8万追番,360.3万,6.0,119644人评,2017年7月2日开播,"已完结, 全25话",http://i0.hdslb.com/bfs/bangumi/1804e361cc9fefad1fd8be8245f3b35ff685ae1a.jpg,1278,59024
Fate/Zero 第一季,1.3亿,417.2万追番,541万,9.6,24479人评,2011年10月1日开播,"已完结, 全13话",http://i0.hdslb.com/bfs/bangumi/46a9b18f6f7b08e30a781cf1b44594f1fb2c9e64.jpg,99,6157
路人女主的养成方法 Fine,1410.6万,415.3万追番,41.9万,9.8,52255人评,2020年9月23日开播,"已完结, 全1话",http://i0.hdslb.com/bfs/bangumi/image/c65e3bf95f1e8fa4aeaa9796c58b0b87fa2545f4.png,222,20473
五等分的新娘,1.1亿,415.1万追番,230.3万,8.8,57292人评,2019年1月11日开播,"已完结, 全12话",http://i0.hdslb.com/bfs/bangumi/6fbd8eba88bbe5ea90b760771e5fca61117c00e9.png,209,21102
境界的彼方,4917.1万,404.1万追番,271.6万,9.5,25464人评,2013年10月2日开播,"已完结, 全12话",http://i0.hdslb.com/bfs/bangumi/92824bc6a8c7aabbf494c0b276d4aa7b70842976.jpg,110,7447
月刊少女野崎君,4864万,388.6万追番,131.7万,9.8,55866人评,2014年7月6日开播,"已完结, 全12话",http://i0.hdslb.com/bfs/bangumi/image/e59dd0bbcf46677eaa4a99602ed82cd56be55da2.png,87,17044
龙王的工作！,1.1亿,386.4万追番,373.5万,9.1,35791人评,2018年1月8日开播,"已完结, 全12话",http://i0.hdslb.com/bfs/bangumi/b0207dd5dd7a1ce700b9e8f4dbbcfe03c922be6a.jpg,254,12967
樱花庄的宠物女孩,5611万,384.1万追番,525.4万,9.7,54433人评,2012年10月8日开播,"已完结, 全24话",http://i0.hdslb.com/bfs/bangumi/7bf8baf33c1ecd4a7fea91e81d0143aabe1e1b7c.jpg,457,18085
转生成为了只有乙女游戏破灭Flag的邪恶大小姐 第二季,6355.8万,380万追番,67.1万,9.6,20374人评,2021年7月3日开播,"已完结, 全13话",http://i0.hdslb.com/bfs/bangumi/image/761ae7a5b65b2ff502b484c2ec7645f1398e7c58.png,47,5385
天使降临到我身边,7848.5万,375.2万追番,214.6万,9.8,60907人评,2019年1月8日开播,"已完结, 全13话",http://i0.hdslb.com/bfs/bangumi/e1015a803ad97406f9eddfbc6ad608cc965f8b05.png,119,23056
