name,play,fans,label,score,times,date,info,imgUrl,longComments,shortComments
如果国宝会说话 第一季,1422.8万,1422.8万次播放,11.3万,9.9,3781人评,2018年1月1日开播,"已完结, 全25集",http://i0.hdslb.com/bfs/bangumi/image/9db9cd4d3832dd9708fe43f49a6d796211d38fc3.jpg,10,1109
小小少年,1418.6万,1418.6万次播放,5.6万,9.8,2256人评,2021年3月10日开播,"已完结, 全6集",http://i0.hdslb.com/bfs/bangumi/image/4246f88eb93d285030555673e5cc51b23d5e7caa.jpg,13,608
原始生活21天 第六季,1412.8万,1412.8万次播放,6.7万,7.8,130人评,2018年1月1日开播,"已完结, 全17集",http://i0.hdslb.com/bfs/bangumi/image/34a05a5ec728d12eb50e27cdfa81019d6d43d0bf.png,,54
地球脉动,1398.9万,1398.9万次播放,25.3万,9.9,3628人评,2006年2月27日开播,"已完结, 全11集",http://i0.hdslb.com/bfs/bangumi/7ebcd63fa782dd4f732ad9cab9fad9482479fadd.png,6,774
连体双胞胎,1398.1万,1398.1万次播放,3828,9.7,115人评,2020年1月1日开播,"已完结, 全2集",http://i0.hdslb.com/bfs/bangumi/image/491e80a7d66cb8aaa3cc95172f229799fed8cbdc.png,,22
荒野求生：印度总理莫迪特辑,1393.2万,1393.2万次播放,3万,5.3,1924人评,8月13日20:00开播,"已完结, 全1集",http://i0.hdslb.com/bfs/bangumi/7c61d244c17c4e5e12bb12478c2700e7565c71ef.png,3,997
富豪谷底求翻身,1385.2万,1385.2万次播放,5万,8.4,2055人评,2019年8月6日开播,"已完结, 全8集",http://i0.hdslb.com/bfs/bangumi/image/5036d34ee5d85eb9e5c3692a9aeb5608aa905266.jpg,26,586
工程大麻烦,1382.2万,1382.2万次播放,4059,8.2,218人评,2021年10月10日开播,"已完结, 全6集",http://i0.hdslb.com/bfs/bangumi/image/47a9ddf67bf69c1769171293fdb574609ede38a4.png,,65
穷豪旅游记 第二季,1352.7万,1352.7万次播放,8.8万,9.0,2567人评,2019年4月25日开播,"已完结, 全8集",http://i0.hdslb.com/bfs/bangumi/image/3ac6ae0dbe8b03cb162968bb378315a684f7ae6f.jpg,7,833
原始求生记 第四季,1349.9万,1349.9万次播放,3509,,,2019年3月17日开播,"已完结, 全3集",http://i0.hdslb.com/bfs/bangumi/image/87a0430e5629a2f0675678e42a1aec5e3aa6d91f.jpg,,14
武器大师,1325.1万,1325.1万次播放,3.1万,8.4,370人评,2018年10月28日开播,"已完结, 全10集",http://i0.hdslb.com/bfs/bangumi/d857496bc338de7f52d31b78e3aff1fc3d13a2e1.png,1,120
川味 第三季（四川话配音）,1316.2万,1316.2万次播放,6.2万,9.6,802人评,2019年2月27日开播,"已完结, 全6集",http://i0.hdslb.com/bfs/bangumi/edf00fbfdae6d9f7202a9e745142bd00b4c0c14f.jpg,1,285
王朝 2（中配版）,1312万,1312万次播放,2.5万,9.9,672人评,敬请期待开播,"已完结, 全6集",http://i0.hdslb.com/bfs/bangumi/image/25e8a7fe191e0665a21b0b8291040bce258df229.png,,127
嗨，大学！,1307万,1307万次播放,5.4万,8.2,872人评,2020年9月10日开播,"已完结, 全8集",http://i0.hdslb.com/bfs/bangumi/image/0806394917978d5708299ee497eafdbbcf0c4a48.png,4,289
无厘头科学研究所 第七季,1299.9万,1299.9万次播放,1.7万,9.2,491人评,2020年8月12日开播,"已完结, 全20集",http://i0.hdslb.com/bfs/bangumi/image/9223b0bf94605c0c0c0df080ad2310c9a82797b2.png,,132
法医密档,1289.7万,1289.7万次播放,7.8万,9.7,1385人评,2020年8月17日开播,"已完结, 全10集",http://i0.hdslb.com/bfs/bangumi/image/a554496f4ce3b77b78ef32173b49e461f0382ae7.png,1,252
河西走廊,1285.5万,1285.5万次播放,18.3万,9.9,6613人评,2015年3月3日开播,"已完结, 全10集",http://i0.hdslb.com/bfs/bangumi/08ec3ef588a52ed3dfeb799e42c6334e916f9ae6.png,12,1554
航拍中国 第一季,1280.2万,1280.2万次播放,16.6万,9.8,2697人评,2020年8月20日开播,"已完结, 全6集",http://i0.hdslb.com/bfs/bangumi/image/3ec08f8d016c3e7a778e0358ff7e5a3560dfd2e8.png,1,491
疼痛之王,1276.3万,1276.3万次播放,2.8万,9.8,874人评,2019年11月12日开播,"已完结, 全9集",http://i0.hdslb.com/bfs/bangumi/image/ceba08beb42962e9df98409fc628291f9c032773.png,1,262
Top Gear 第31季,1265.2万,1265.2万次播放,3.5万,9.8,1517人评,2021年11月26日开播,"已完结, 全6集",http://i0.hdslb.com/bfs/bangumi/image/8f1c410c203669c08275e140116bdbf537b6e604.png,,258
在武汉,1256.6万,1256.6万次播放,13.5万,9.8,797人评,2020年2月26日开播,"已完结, 全7集",http://i0.hdslb.com/bfs/bangumi/image/9e6725d6a15acab4151493341252b4244ea19cbb.jpg,14,2783
众神之地,1246.9万,1245.9万次播放,2万,9.7,1305人评,2022年7月11日开播,"连载中, 每周一 20:00更新",http://i0.hdslb.com/bfs/bangumi/image/49249fd8bfcc1a461a1529debe14c7c4e176e4e9.png,4,286
透视人体极限,1237.2万,1237.2万次播放,2.1万,9.6,493人评,2018年9月12日开播,"已完结, 全4集",http://i0.hdslb.com/bfs/bangumi/fd31db8161266cc1ab121ea4a3b91b1657a9d66a.jpg,,165
脑力大挑战 第四季,1236.3万,1236.3万次播放,1.4万,9.0,270人评,2014开播,"已完结, 全10集",http://i0.hdslb.com/bfs/bangumi/image/a0c05c2766c605b4b56c8e9ef7ba28526d30dae0.png,,65
再见了所有的福音战士！庵野秀明的1214日,1203万,1203万次播放,2.2万,9.8,2743人评,2021-08-13开播,"已完结, 全2集",http://i0.hdslb.com/bfs/bangumi/image/793d25e2cca92b6fa47c0ae8103793970bef525c.jpg,32,786
神奇的老字号,1160.1万,1160.1万次播放,5859,9.0,223人评,2021年9月24日开播,"已完结, 全8集",http://i0.hdslb.com/bfs/bangumi/image/daca3c79a0d9ef6a58f1799e87b038415f432f1a.jpg,,88
我在故宫修文物,1158.8万,1158.8万次播放,19.2万,,,2016年1月7日开播,"已完结, 全3集",http://i0.hdslb.com/bfs/bangumi/161938b74269df5fde65c6f7e6b38e6a086d165f.jpg,,
